Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       2/2           yyparse() [57]
[415]    0.0    0.00    0.00       2         sConcat::sConcat(sExpr*, sExpr*) [415]
                0.00    0.00       2/18          sBinOp::sBinOp(sExpr*, sExpr*) [293]
-----------------------------------------------
                                   2             sList<sExpr>::~sList() <cycle 1> [269]
[416]    0.0    0.00    0.00       2         sConcat::~sConcat() <cycle 1> [416]
                                   2             sConcat::~sConcat() <cycle 1> [417]
-----------------------------------------------
                                   2             sConcat::~sConcat() <cycle 1> [416]
[417]    0.0    0.00    0.00       2         sConcat::~sConcat() <cycle 1> [417]
                                   2             sBinOp::~sBinOp() <cycle 1> [294]
-----------------------------------------------
                0.00    0.00       2/2           opBit::opBit(std::complex<double>, std::complex<double>, std::complex<double>, std::complex<double>, double) [114]
[418]    0.0    0.00    0.00       2         opMatrix::opMatrix(int) [418]
                0.00    0.00       2/2           opElementary::opElementary(int) [402]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_List_node<sObject*> >::allocator() [440]
[419]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_List_node<sObject*> >::new_allocator() [419]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<tValue, std::allocator<tValue> >::end() [564]
                0.00    0.00       1/2           std::vector<tValue, std::allocator<tValue> >::begin() [565]
[420]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<tValue*, std::vector<tValue, std::allocator<tValue> > >::__normal_iterator(tValue* const&) [420]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::end() const [533]
                0.00    0.00       1/2           std::vector<QuHeap::centry, std::allocator<QuHeap::centry> >::begin() const [534]
[421]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<QuHeap::centry const*, std::vector<QuHeap::centry, std::allocator<QuHeap::centry> > >::__normal_iterator(QuHeap::centry const* const&) [421]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::end() const [536]
                0.00    0.00       1/2           std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> >::begin() const [537]
[422]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<QuHeap::quentry const*, std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> > >::__normal_iterator(QuHeap::quentry const* const&) [422]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::empty() const [438]
[423]    0.0    0.00    0.00       2         bool __gnu_cxx::operator==<tValue const*, std::vector<tValue, std::allocator<tValue> > >(__gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > > const&, __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > > const&) [423]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > >::base() const [385]
-----------------------------------------------
                0.00    0.00       2/2           sBinOp::typecheck(SymTable*, SymTable*) [317]
[424]    0.0    0.00    0.00       2         sSub::object() const [424]
-----------------------------------------------
                0.00    0.00       2/2           sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
[425]    0.0    0.00    0.00       2         sStmt::isInv() const [425]
                0.00    0.00       2/171         sObject::isSet(ObjFlag) const [176]
-----------------------------------------------
                0.00    0.00       2/2           tValue::isExpr() const [430]
[426]    0.0    0.00    0.00       2         tType::isExpr() const [426]
-----------------------------------------------
                0.00    0.00       2/2           sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
[427]    0.0    0.00    0.00       2         QuHeap::nBits() const [427]
-----------------------------------------------
                0.00    0.00       2/2           tValue::toInt() const [429]
[428]    0.0    0.00    0.00       2         tValue::isInt() const [428]
                0.00    0.00       2/21          tType::isInt() const [282]
-----------------------------------------------
                0.00    0.00       2/2           sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
[429]    0.0    0.00    0.00       2         tValue::toInt() const [429]
                0.00    0.00       2/2           tValue::isInt() const [428]
-----------------------------------------------
                0.00    0.00       2/2           sVar::eval(SymTable*, SymTable*, QuHeap*) [102]
[430]    0.0    0.00    0.00       2         tValue::isExpr() const [430]
                0.00    0.00       2/2           tType::isExpr() const [426]
-----------------------------------------------
                0.00    0.00       2/2           sBinOp::typecheck(SymTable*, SymTable*) [317]
[431]    0.0    0.00    0.00       2         sConcat::object() const [431]
-----------------------------------------------
                0.00    0.00       2/2           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[432]    0.0    0.00    0.00       2         sObject::isStmt() const [432]
                0.00    0.00       4/13          sCall::object() const [318]
-----------------------------------------------
                0.00    0.00       2/2           bool __gnu_cxx::operator==<QuHeap::centry const*, std::vector<QuHeap::centry, std::allocator<QuHeap::centry> > >(__gnu_cxx::__normal_iterator<QuHeap::centry const*, std::vector<QuHeap::centry, std::allocator<QuHeap::centry> > > const&, __gnu_cxx::__normal_iterator<QuHeap::centry const*, std::vector<QuHeap::centry, std::allocator<QuHeap::centry> > > const&) [527]
[433]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<QuHeap::centry const*, std::vector<QuHeap::centry, std::allocator<QuHeap::centry> > >::base() const [433]
-----------------------------------------------
                0.00    0.00       2/2           bool __gnu_cxx::operator==<QuHeap::quentry const*, std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> > >(__gnu_cxx::__normal_iterator<QuHeap::quentry const*, std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> > > const&, __gnu_cxx::__normal_iterator<QuHeap::quentry const*, std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> > > const&) [528]
[434]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<QuHeap::quentry const*, std::vector<QuHeap::quentry, std::allocator<QuHeap::quentry> > >::base() const [434]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::max_size() const [439]
[435]    0.0    0.00    0.00       2         std::_Vector_base<tValue, std::allocator<tValue> >::_M_get_Tp_allocator() const [435]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::empty() const [438]
[436]    0.0    0.00    0.00       2         std::vector<tValue, std::allocator<tValue> >::end() const [436]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > >::__normal_iterator(tValue const* const&) [378]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::empty() const [438]
[437]    0.0    0.00    0.00       2         std::vector<tValue, std::allocator<tValue> >::begin() const [437]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > >::__normal_iterator(tValue const* const&) [378]
-----------------------------------------------
                0.00    0.00       2/2           QuHeap::~QuHeap() [83]
[438]    0.0    0.00    0.00       2         std::vector<tValue, std::allocator<tValue> >::empty() const [438]
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::end() const [436]
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::begin() const [437]
                0.00    0.00       2/2           bool __gnu_cxx::operator==<tValue const*, std::vector<tValue, std::allocator<tValue> > >(__gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > > const&, __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > > const&) [423]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::_M_check_len(unsigned long, char const*) const [532]
[439]    0.0    0.00    0.00       2         std::vector<tValue, std::allocator<tValue> >::max_size() const [439]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<tValue>::max_size() const [396]
                0.00    0.00       2/2           std::_Vector_base<tValue, std::allocator<tValue> >::_M_get_Tp_allocator() const [435]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_List_impl::_List_impl() [441]
[440]    0.0    0.00    0.00       2         std::allocator<std::_List_node<sObject*> >::allocator() [440]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_List_node<sObject*> >::new_allocator() [419]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_List_base() [443]
[441]    0.0    0.00    0.00       2         std::_List_base<sObject*, std::allocator<sObject*> >::_List_impl::_List_impl() [441]
                0.00    0.00       2/2           std::allocator<std::_List_node<sObject*> >::allocator() [440]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_List_base() [443]
[442]    0.0    0.00    0.00       2         std::_List_base<sObject*, std::allocator<sObject*> >::_M_init() [442]
-----------------------------------------------
                0.00    0.00       2/2           std::list<sObject*, std::allocator<sObject*> >::list() [447]
[443]    0.0    0.00    0.00       2         std::_List_base<sObject*, std::allocator<sObject*> >::_List_base() [443]
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_M_init() [442]
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_List_impl::_List_impl() [441]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<tValue*>(tValue*, tValue*) [451]
[444]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<tValue*>(tValue*, tValue*) [444]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<tValue, std::allocator<tValue> >::_M_insert_aux(__gnu_cxx::__normal_iterator<tValue*, std::vector<tValue, std::allocator<tValue> > >, tValue const&) [111]
                0.00    0.00       1/2           std::_Vector_base<tValue, std::allocator<tValue> >::~_Vector_base() [551]
[445]    0.0    0.00    0.00       2         std::_Vector_base<tValue, std::allocator<tValue> >::_M_deallocate(tValue*, unsigned long) [445]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<tValue>::deallocate(tValue*, unsigned long) [518]
-----------------------------------------------
                0.00    0.00       2/2           tValue* std::uninitialized_copy<tValue*, tValue*>(tValue*, tValue*, tValue*) [448]
[446]    0.0    0.00    0.00       2         tValue* std::__uninitialized_copy<false>::__uninit_copy<tValue*, tValue*>(tValue*, tValue*, tValue*) [446]
-----------------------------------------------
                0.00    0.00       2/2           objlist::objlist() [414]
[447]    0.0    0.00    0.00       2         std::list<sObject*, std::allocator<sObject*> >::list() [447]
                0.00    0.00       2/2           std::_List_base<sObject*, std::allocator<sObject*> >::_List_base() [443]
-----------------------------------------------
                0.00    0.00       2/2           tValue* std::__uninitialized_copy_a<tValue*, tValue*, tValue>(tValue*, tValue*, tValue*, std::allocator<tValue>&) [449]
[448]    0.0    0.00    0.00       2         tValue* std::uninitialized_copy<tValue*, tValue*>(tValue*, tValue*, tValue*) [448]
                0.00    0.00       2/2           tValue* std::__uninitialized_copy<false>::__uninit_copy<tValue*, tValue*>(tValue*, tValue*, tValue*) [446]
-----------------------------------------------
                0.00    0.00       2/2           tValue* std::__uninitialized_move_a<tValue*, tValue*, std::allocator<tValue> >(tValue*, tValue*, tValue*, std::allocator<tValue>&) [450]
[449]    0.0    0.00    0.00       2         tValue* std::__uninitialized_copy_a<tValue*, tValue*, tValue>(tValue*, tValue*, tValue*, std::allocator<tValue>&) [449]
                0.00    0.00       2/2           tValue* std::uninitialized_copy<tValue*, tValue*>(tValue*, tValue*, tValue*) [448]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<tValue, std::allocator<tValue> >::_M_insert_aux(__gnu_cxx::__normal_iterator<tValue*, std::vector<tValue, std::allocator<tValue> > >, tValue const&) [111]
[450]    0.0    0.00    0.00       2         tValue* std::__uninitialized_move_a<tValue*, tValue*, std::allocator<tValue> >(tValue*, tValue*, tValue*, std::allocator<tValue>&) [450]
                0.00    0.00       2/2           tValue* std::__uninitialized_copy_a<tValue*, tValue*, tValue>(tValue*, tValue*, tValue*, std::allocator<tValue>&) [449]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<tValue*, tValue>(tValue*, tValue*, std::allocator<tValue>&) [452]
[451]    0.0    0.00    0.00       2         void std::_Destroy<tValue*>(tValue*, tValue*) [451]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<tValue*>(tValue*, tValue*) [444]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<tValue, std::allocator<tValue> >::~vector() [568]
                0.00    0.00       1/2           std::vector<tValue, std::allocator<tValue> >::_M_insert_aux(__gnu_cxx::__normal_iterator<tValue*, std::vector<tValue, std::allocator<tValue> > >, tValue const&) [111]
[452]    0.0    0.00    0.00       2         void std::_Destroy<tValue*, tValue>(tValue*, tValue*, std::allocator<tValue>&) [452]
                0.00    0.00       2/2           void std::_Destroy<tValue*>(tValue*, tValue*) [451]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[453]    0.0    0.00    0.00       1         _GLOBAL__sub_I_CONDDEF [453]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [478]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[454]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z10ext_matrixPK8sRoutDefPK8SymTablei [454]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [486]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[455]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z6regstrRK6bitveci [455]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [493]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[456]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4sDef6defineEP8SymTableS1_P6QuHeap [456]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [488]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[457]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5sExpr4evalEP8SymTableS1_P6QuHeap [457]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [487]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[458]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6SymTab7deltreeEPN8SymTable5entryE [458]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [480]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[459]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7sVarDef9typecheckEP8SymTableS1_ [459]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [479]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[460]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK6QuCond3strEv [460]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [492]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[461]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK7sObject6prtstrEi [461]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [484]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[462]    0.0    0.00    0.00       1         _GLOBAL__sub_I_isErrorReported [462]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [481]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[463]    0.0    0.00    0.00       1         _GLOBAL__sub_I_isStateModified [463]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [485]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[464]    0.0    0.00    0.00       1         _GLOBAL__sub_I_main [464]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [495]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[465]    0.0    0.00    0.00       1         _GLOBAL__sub_I_n_object [465]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [477]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[466]    0.0    0.00    0.00       1         _GLOBAL__sub_I_noperators [466]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [499]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[467]    0.0    0.00    0.00       1         _GLOBAL__sub_I_nstates [467]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [498]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[468]    0.0    0.00    0.00       1         _GLOBAL__sub_I_nterms [468]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [497]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[469]    0.0    0.00    0.00       1         _GLOBAL__sub_I_plotfile [469]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [494]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[470]    0.0    0.00    0.00       1         _GLOBAL__sub_I_qcl_options [470]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [490]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[471]    0.0    0.00    0.00       1         _GLOBAL__sub_I_shell_depth [471]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [491]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[472]    0.0    0.00    0.00       1         _GLOBAL__sub_I_yyObjList [472]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [489]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[473]    0.0    0.00    0.00       1         _GLOBAL__sub_I_yydebug [473]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [483]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [65]
[474]    0.0    0.00    0.00       1         _GLOBAL__sub_I_yyleng [474]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [482]
-----------------------------------------------
                0.00    0.00       1/1           yyrestart(_IO_FILE*) [323]
[475]    0.0    0.00    0.00       1         yy_create_buffer(_IO_FILE*, int) [475]
                0.00    0.00       2/3           yyalloc(unsigned long) [388]
                0.00    0.00       1/11          yy_init_buffer(yy_buffer_state*, _IO_FILE*) [321]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[476]    0.0    0.00    0.00       1         initialize_readline() [476]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_n_object [465]
[477]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [477]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_CONDDEF [453]
[478]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [478]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/8           sVarDef::sVarDef(tType const&, std::string*, sExpr*, sExpr*) [331]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7sVarDef9typecheckEP8SymTableS1_ [459]
[479]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [479]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6SymTab7deltreeEPN8SymTable5entryE [458]
[480]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [480]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_isErrorReported [462]
[481]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [481]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_yyleng [474]
[482]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [482]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_yydebug [473]
[483]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [483]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK7sObject6prtstrEi [461]
[484]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [484]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_isStateModified [463]
[485]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [485]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z10ext_matrixPK8sRoutDefPK8SymTablei [454]
[486]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [486]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5sExpr4evalEP8SymTableS1_P6QuHeap [457]
[487]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [487]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4sDef6defineEP8SymTableS1_P6QuHeap [456]
[488]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [488]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_yyObjList [472]
[489]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [489]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_qcl_options [470]
[490]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [490]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_shell_depth [471]
[491]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [491]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK6QuCond3strEv [460]
[492]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [492]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z6regstrRK6bitveci [455]
[493]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [493]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_plotfile [469]
[494]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [494]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [464]
[495]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [495]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_qc_check_txt [62]
[496]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [496]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_nterms [468]
[497]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [497]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_nstates [467]
[498]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [498]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_noperators [466]
[499]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [499]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[500]    0.0    0.00    0.00       1         parseopt(int, char**) [500]
                0.00    0.00       2/2           irqOn() [397]
                0.00    0.00       1/11          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [322]
                0.00    0.00       1/1           qc_srand(long) [501]
-----------------------------------------------
                0.00    0.00       1/1           parseopt(int, char**) [500]
[501]    0.0    0.00    0.00       1         qc_srand(long) [501]
-----------------------------------------------
                0.00    0.00       1/1           yyrestart(_IO_FILE*) [323]
[502]    0.0    0.00    0.00       1         yyensure_buffer_stack() [502]
                0.00    0.00       1/3           yyalloc(unsigned long) [388]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [57]
[503]    0.0    0.00    0.00       1         sOr::sOr(sExpr*, sExpr*) [503]
                0.00    0.00       1/18          sBinOp::sBinOp(sExpr*, sExpr*) [293]
-----------------------------------------------
                0.00    0.00       1/1           sIf::~sIf() <cycle 2> [340]
[504]    0.0    0.00    0.00       1         sOr::~sOr() [504]
                0.00    0.00       1/1           sOr::~sOr() [505]
-----------------------------------------------
                0.00    0.00       1/1           sOr::~sOr() [504]
[505]    0.0    0.00    0.00       1         sOr::~sOr() [505]
                0.00    0.00       1/24          sBinOp::~sBinOp() <cycle 1> [294]
-----------------------------------------------
                0.00    0.00       1/1           sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
[506]    0.0    0.00    0.00       1         sDef::basetype() [506]
                0.00    0.00       1/1029        tType::basetype() const [140]
-----------------------------------------------
                0.00    0.00       1/1           sStmtList::typecheck(SymTable*, SymTable*) <cycle 3> [295]
[507]    0.0    0.00    0.00       1         sExit::typecheck(SymTable*, SymTable*) [507]
                0.00    0.00       1/456         sObject::setParent(sObject*) [153]
                0.00    0.00       1/19          sConst::typecheck(SymTable*, SymTable*) [284]
                0.00    0.00       1/98          sExpr::type() [181]
                0.00    0.00       1/1           tType::isString() const [531]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [57]
[508]    0.0    0.00    0.00       1         sExit::sExit(sExpr*) [508]
                0.00    0.00       1/25          sStmt::sStmt(int) [266]
-----------------------------------------------
                0.00    0.00       1/1           sList<sStmt>::~sList() <cycle 2> [292]
[509]    0.0    0.00    0.00       1         sExit::~sExit() [509]
                0.00    0.00       1/1           sExit::~sExit() [510]
-----------------------------------------------
                0.00    0.00       1/1           sExit::~sExit() [509]
[510]    0.0    0.00    0.00       1         sExit::~sExit() [510]
                0.00    0.00       1/21          sConst::~sConst() [279]
                0.00    0.00       1/25          sStmt::~sStmt() [267]
-----------------------------------------------
                0.00    0.00       1/1           QuHeap::QuHeap(int, int) [89]
[511]    0.0    0.00    0.00       1         QuHeap::init() [511]
-----------------------------------------------
                0.00    0.00       1/1           QuHeap::qualloc(int, BaseType) [93]
[512]    0.0    0.00    0.00       1         tValue::tValue(quState*, BaseType) [512]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/455         tType::operator=(BaseType) [154]
-----------------------------------------------
                0.00    0.00       1/1           yylex() [99]
[513]    0.0    0.00    0.00       1         tValue::tValue(char const*) [513]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/455         tType::operator=(BaseType) [154]
-----------------------------------------------
                0.00    0.00       1/1           yylex() [99]
[514]    0.0    0.00    0.00       1         tValue::tValue(std::complex<double> const&) [514]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/455         tType::operator=(BaseType) [154]
-----------------------------------------------
                0.00    0.00       1/1           yyparse() [57]
[515]    0.0    0.00    0.00       1         sProcDef::sProcDef(std::string*, sDefList*, sDefList*, sStmtList*, int) [515]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/36          sRoutDef::sRoutDef(tType const&, std::string*, sDefList*, sDefList*, sStmtList*, int, int) [250]
-----------------------------------------------
                0.00    0.00       1/1           SymTab::deltree(SymTable::entry*) [205]
[516]    0.0    0.00    0.00       1         sProcDef::~sProcDef() [516]
                0.00    0.00       1/1           sProcDef::~sProcDef() [517]
-----------------------------------------------
                0.00    0.00       1/1           sProcDef::~sProcDef() [516]
[517]    0.0    0.00    0.00       1         sProcDef::~sProcDef() [517]
                0.00    0.00       1/36          sRoutDef::~sRoutDef() [251]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<tValue, std::allocator<tValue> >::_M_deallocate(tValue*, unsigned long) [445]
[518]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<tValue>::deallocate(tValue*, unsigned long) [518]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::pop_back() [566]
[519]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<tValue>::destroy(tValue*) [519]
                0.00    0.00       1/670         tValue::~tValue() [148]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<tValue, std::allocator<tValue> >::_M_allocate(unsigned long) [547]
[520]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<tValue>::allocate(unsigned long, void const*) [520]
